date,location,description,LST_diff_1km,NDVI,NDWI,VH_gamma0,VV_gamma0
2020-02-15,field1,fallow,7.465,0.05,-0.034,-20.614,-11.088
2020-02-16,field1,fallow,7.465,0.05,-0.034,-20.614,-11.088
2020-02-17,field1,fallow,10.334,0.05,-0.034,-20.614,-11.088
2020-02-18,field1,fallow,10.334,0.05,-0.034,-20.614,-11.088
2020-02-19,field1,fallow,12.946,0.058,-0.147,-20.614,-11.088
2020-02-20,field1,fallow,12.946,0.058,-0.147,-19.326,-7.948
2020-02-21,field1,fallow,12.946,0.058,-0.147,-20.188,-9.874
2020-02-22,field1,fallow,15.715,0.058,-0.147,-20.188,-9.874
2020-02-23,field1,fallow,12.626,0.058,-0.147,-20.188,-9.874
2020-02-24,field1,fallow,13.859,0.058,-0.173,-20.188,-9.874
2020-02-25,field1,fallow,13.16,0.058,-0.173,-20.188,-9.874
2020-02-26,field1,fallow,19.811,0.058,-0.173,-20.188,-9.874
2020-02-27,field1,fallow,15.859,0.058,-0.173,-22.061,-11.315
2020-02-28,field1,fallow,8.99,0.058,-0.173,-22.061,-11.315
2020-02-29,field1,fallow,8.99,0.044,-0.165,-22.061,-11.315
2020-03-01,field1,fallow,8.99,0.044,-0.165,-22.061,-11.315
2020-03-02,field1,fallow,17.383,0.044,-0.165,-22.061,-11.315
2020-03-03,field1,fallow,17.004,0.044,-0.165,-22.71,-9.646
2020-03-04,field1,fallow,20.033,0.044,-0.165,-25.047,-12.593
2020-03-05,field1,fallow,19.055,0.039,-0.177,-25.047,-12.593
2020-03-06,field1,fallow,19.055,0.039,-0.177,-25.047,-12.593
2020-03-07,field1,fallow,19.055,0.039,-0.177,-25.047,-12.593
2020-03-08,field1,fallow,19.055,0.039,-0.177,-25.047,-12.593
2020-03-09,field1,fallow,19.055,0.039,-0.177,-25.047,-12.593
2020-03-10,field1,fallow,21.409,0.042,-0.208,-24.908,-13.349
2020-03-11,field1,fallow,24.113,0.042,-0.208,-24.908,-13.349
2020-03-12,field1,fallow,19.595,0.042,-0.208,-24.908,-13.349
2020-03-13,field1,fallow,17.219,0.042,-0.208,-24.908,-13.349
2020-03-14,field1,fallow,17.219,0.042,-0.208,-24.908,-13.349
2020-03-15,field1,fallow,17.219,0.042,-0.208,-20.618,-9.141
2020-03-16,field1,fallow,17.219,0.042,-0.208,-23.868,-12.232
2020-03-17,field1,fallow,17.219,0.042,-0.208,-23.868,-12.232
2020-03-18,field1,fallow,17.219,0.042,-0.208,-23.868,-12.232
2020-03-19,field1,fallow,24.212,0.042,-0.208,-23.868,-12.232
2020-03-20,field1,fallow,21.508,0.038,-0.19,-23.868,-12.232
2020-03-21,field1,fallow,24.134,0.038,-0.19,-23.868,-12.232
2020-03-22,field1,fallow,24.57,0.038,-0.19,-24.884,-13.17
2020-03-23,field1,fallow,24.57,0.038,-0.19,-24.884,-13.17
2020-03-24,field1,fallow,24.57,0.038,-0.19,-24.884,-13.17
2020-03-25,field1,fallow,14.68,0.038,-0.19,-24.884,-13.17
2020-03-26,field1,fallow,30.605,0.038,-0.19,-24.884,-13.17
2020-03-27,field1,fallow,24.536,0.038,-0.19,-20.831,-10.637
2020-03-28,field1,fallow,24.536,0.038,-0.19,-20.781,-10.862
2020-03-29,field1,fallow,24.536,0.038,-0.19,-20.781,-10.862
2020-03-30,field1,fallow,24.536,0.038,-0.19,-20.781,-10.862
2020-03-31,field1,fallow,24.536,0.038,-0.19,-20.781,-10.862
2020-04-01,field1,fallow,14.52,0.038,-0.19,-20.781,-10.862
2020-04-02,field1,fallow,19.795,0.038,-0.19,-20.781,-10.862
2020-04-03,field1,fallow,26.781,0.038,-0.19,-20.127,-10.634
2020-04-04,field1,fallow,26.781,0.038,-0.19,-20.127,-10.634
2020-04-05,field1,fallow,26.781,0.038,-0.19,-20.127,-10.634
2020-04-06,field1,fallow,26.781,0.038,-0.19,-20.127,-10.634
2020-04-07,field1,fallow,26.781,0.038,-0.19,-20.127,-10.634
2020-04-08,field1,fallow,12.678,0.038,-0.19,-13.755,-4.673
2020-04-09,field1,fallow,12.678,0.038,-0.19,-14.753,-5.908
2020-04-10,field1,fallow,12.678,0.038,-0.19,-14.753,-5.908
2020-04-11,field1,fallow,18.319,0.038,-0.19,-14.753,-5.908
2020-04-12,field1,fallow,18.319,0.038,-0.19,-14.753,-5.908
2020-04-13,field1,fallow,22.001,0.038,-0.19,-14.753,-5.908
2020-04-14,field1,fallow,22.392,0.044,-0.182,-14.753,-5.908
2020-04-15,field1,fallow,19.422,0.044,-0.182,-20.64,-9.999
2020-04-16,field1,fallow,19.422,0.044,-0.182,-20.64,-9.999
2020-04-17,field1,fallow,19.422,0.044,-0.182,-20.64,-9.999
2020-04-18,field1,fallow,19.422,0.044,-0.182,-20.64,-9.999
2020-04-19,field1,fallow,14.565,0.027,-0.135,-20.64,-9.999
2020-04-20,field1,fallow,14.565,0.027,-0.135,-19.056,-9.608
2020-04-21,field1,fallow,24.388,0.027,-0.135,-19.667,-9.98
2020-04-22,field1,fallow,24.388,0.027,-0.135,-19.667,-9.98
2020-04-23,field1,fallow,24.388,0.027,-0.135,-19.667,-9.98
2020-04-24,field1,fallow,25.502,0.029,-0.164,-19.667,-9.98
2020-04-25,field1,fallow,25.502,0.029,-0.164,-19.667,-9.98
2020-04-26,field1,fallow,25.502,0.029,-0.164,-19.667,-9.98
2020-05-07,field1,growing season flooding,23.345,0.093,0.05,-25.944,-15.593
2020-05-08,field1,growing season flooding,14.892,0.093,0.05,-25.944,-15.593
2020-05-09,field1,growing season flooding,14.892,0.093,0.05,-27.888,-21.224
2020-05-10,field1,growing season flooding,14.892,0.093,0.05,-27.888,-21.224
2020-05-11,field1,growing season flooding,14.892,0.093,0.05,-27.888,-21.224
2020-05-12,field1,growing season flooding,14.892,0.093,0.05,-27.888,-21.224
2020-05-13,field1,growing season flooding,14.892,0.093,0.05,-27.888,-21.224
2020-05-14,field1,growing season flooding,14.892,0.093,0.05,-24.887,-14.685
2020-05-15,field1,growing season flooding,14.892,0.093,0.05,-29.235,-22.624
2020-05-16,field1,growing season flooding,14.892,0.093,0.05,-29.235,-22.624
2020-05-17,field1,growing season flooding,14.892,0.093,0.05,-29.235,-22.624
2020-05-18,field1,growing season flooding,14.892,0.093,0.05,-29.235,-22.624
2020-05-19,field1,growing season flooding,14.892,0.093,0.05,-29.235,-22.624
2020-05-20,field1,growing season flooding,14.892,0.093,0.05,-29.235,-22.624
2020-05-21,field1,growing season flooding,14.892,0.093,0.05,-28.443,-22.17
2020-05-22,field1,growing season flooding,14.892,0.093,0.05,-28.443,-22.17
2020-05-23,field1,growing season flooding,11.228,0.093,0.05,-28.443,-22.17
2020-05-24,field1,growing season flooding,11.228,0.151,-0.102,-28.443,-22.17
2020-05-25,field1,growing season flooding,11.395,0.151,-0.102,-28.443,-22.17
2020-05-26,field1,growing season flooding,11.395,0.151,-0.102,-23.589,-16.402
2020-05-27,field1,growing season flooding,6.15,0.151,-0.102,-24.623,-13.676
2020-05-28,field1,growing season flooding,5.035,0.151,-0.102,-24.623,-13.676
2020-05-29,field1,growing season flooding,5.035,0.151,-0.102,-24.623,-13.676
2020-05-30,field1,growing season flooding,5.035,0.151,-0.102,-24.623,-13.676
2020-05-31,field1,growing season flooding,5.035,0.151,-0.102,-24.623,-13.676
2020-06-01,field1,growing season flooding,5.035,0.151,-0.102,-24.623,-13.676
2020-06-02,field1,growing season flooding,9.94,0.151,-0.102,-24.246,-11.643
2020-06-03,field1,growing season flooding,14.168,0.243,-0.31,-24.246,-11.643
2020-06-04,field1,growing season flooding,7.924,0.243,-0.31,-24.246,-11.643
2020-06-05,field1,growing season flooding,5.542,0.243,-0.31,-24.246,-11.643
2020-07-22,field1,green,4.982,0.193,-0.642,-22.429,-17.804
2020-07-23,field1,green,12.246,0.227,-0.65,-22.429,-17.804
2020-07-24,field1,green,12.246,0.227,-0.65,-22.429,-17.804
2020-07-25,field1,green,14.549,0.227,-0.65,-19.924,-16.11
2020-07-26,field1,green,14.549,0.227,-0.65,-21.84,-18.159
2020-07-27,field1,green,10.868,0.227,-0.65,-21.84,-18.159
2020-07-28,field1,green,8.856,0.234,-0.65,-21.84,-18.159
2020-07-29,field1,green,8.856,0.234,-0.65,-21.84,-18.159
2020-07-30,field1,green,12.893,0.234,-0.65,-21.84,-18.159
2020-07-31,field1,green,7.08,0.234,-0.65,-21.84,-18.159
2020-08-01,field1,green,16.882,0.234,-0.65,-20.816,-16.294
2020-08-02,field1,green,9.486,0.256,-0.626,-20.816,-16.294
2020-08-03,field1,green,12.099,0.256,-0.626,-20.816,-16.294
2020-08-04,field1,green,8.337,0.256,-0.626,-20.816,-16.294
2020-08-05,field1,green,7.39,0.256,-0.626,-20.816,-16.294
2020-08-06,field1,green,10.742,0.256,-0.626,-15.558,-10.999
2020-08-07,field1,green,10.742,0.309,-0.591,-15.228,-10.019
2020-08-08,field1,green,14.5,0.309,-0.591,-15.228,-10.019
2020-08-09,field1,green,11.089,0.309,-0.591,-15.228,-10.019
2020-08-10,field1,green,13.734,0.309,-0.591,-15.228,-10.019
2020-08-11,field1,green,4.289,0.309,-0.591,-15.228,-10.019
2020-08-12,field1,green,10.567,0.354,-0.579,-15.228,-10.019
2020-08-13,field1,green,13.272,0.354,-0.579,-13.378,-8.999
2020-08-14,field1,green,13.272,0.354,-0.579,-13.378,-8.999
2020-08-15,field1,green,16.057,0.354,-0.579,-13.378,-8.999
2020-08-16,field1,green,16.057,0.354,-0.579,-13.378,-8.999
2020-08-17,field1,green,16.057,0.354,-0.579,-13.378,-8.999
2020-08-18,field1,green,7.092,0.354,-0.579,-16.286,-11.454
2020-08-19,field1,green,7.092,0.354,-0.579,-15.941,-11.135
2020-08-20,field1,green,9.839,0.354,-0.579,-15.941,-11.135
2020-08-21,field1,green,9.839,0.354,-0.579,-15.941,-11.135
2020-08-22,field1,green,11.76,0.172,-0.413,-15.941,-11.135
2020-09-05,field1,ripe/harvest (yellow),11.717,0.26,-0.496,-15.762,-10.925
2020-09-06,field1,ripe/harvest (yellow),12.959,0.193,-0.419,-16.789,-11.745
2020-09-07,field1,ripe/harvest (yellow),10.529,0.193,-0.419,-16.789,-11.745
2020-09-08,field1,ripe/harvest (yellow),4.634,0.193,-0.419,-16.789,-11.745
2020-09-09,field1,ripe/harvest (yellow),4.634,0.193,-0.419,-16.789,-11.745
2020-09-10,field1,ripe/harvest (yellow),4.634,0.193,-0.419,-16.789,-11.745
2020-09-11,field1,ripe/harvest (yellow),4.634,0.037,-0.12,-17.052,-11.995
2020-09-12,field1,ripe/harvest (yellow),12.139,0.037,-0.12,-16.901,-11.375
2020-09-13,field1,ripe/harvest (yellow),12.139,0.037,-0.12,-16.901,-11.375
2020-09-14,field1,ripe/harvest (yellow),13.542,0.037,-0.12,-16.901,-11.375
2020-09-15,field1,ripe/harvest (yellow),13.542,0.037,-0.12,-16.901,-11.375
2020-09-16,field1,ripe/harvest (yellow),18.065,0.115,-0.255,-16.901,-11.375
2020-09-17,field1,ripe/harvest (yellow),15.452,0.115,-0.255,-16.901,-11.375
2020-09-18,field1,ripe/harvest (yellow),14.527,0.115,-0.255,-18.349,-13.436
2020-09-19,field1,ripe/harvest (yellow),12.077,0.115,-0.255,-18.349,-13.436
2020-09-20,field1,ripe/harvest (yellow),17.455,0.115,-0.255,-18.349,-13.436
2020-09-21,field1,ripe/harvest (yellow),17.096,0.131,-0.282,-18.349,-13.436
2020-09-22,field1,ripe/harvest (yellow),17.096,0.131,-0.282,-18.349,-13.436
2020-09-23,field1,ripe/harvest (yellow),17.135,0.131,-0.282,-17.558,-13.219
2020-09-24,field1,ripe/harvest (yellow),17.135,0.131,-0.282,-17.956,-13.109
2020-09-25,field1,ripe/harvest (yellow),17.538,0.131,-0.282,-17.956,-13.109
2020-09-26,field1,ripe/harvest (yellow),17.538,0.131,-0.282,-17.956,-13.109
2020-09-27,field1,ripe/harvest (yellow),16.505,0.131,-0.282,-17.956,-13.109
2020-09-28,field1,ripe/harvest (yellow),14.982,0.131,-0.282,-17.956,-13.109
2020-09-29,field1,ripe/harvest (yellow),21.233,0.131,-0.282,-17.956,-13.109
2020-09-30,field1,ripe/harvest (yellow),22.177,0.131,-0.282,-17.972,-13.645
2020-10-01,field1,ripe/harvest (yellow),16.295,0.064,-0.203,-17.972,-13.645
2020-10-02,field1,ripe/harvest (yellow),19.188,0.064,-0.203,-17.972,-13.645
2020-10-03,field1,ripe/harvest (yellow),12.692,0.064,-0.203,-17.972,-13.645
2020-10-04,field1,ripe/harvest (yellow),20.486,0.064,-0.203,-17.972,-13.645
2020-10-05,field1,ripe/harvest (yellow),23.709,0.064,-0.203,-17.763,-11.55
2020-10-06,field1,ripe/harvest (yellow),25.234,0.062,-0.285,-18.703,-12.098
2020-10-07,field1,ripe/harvest (yellow),25.234,0.062,-0.285,-18.703,-12.098
2020-10-08,field1,ripe/harvest (yellow),25.234,0.062,-0.285,-18.703,-12.098
2020-10-09,field1,ripe/harvest (yellow),18.005,0.062,-0.285,-18.703,-12.098
2020-10-10,field1,ripe/harvest (yellow),18.005,0.062,-0.285,-18.703,-12.098
2020-10-11,field1,ripe/harvest (yellow),20.254,0.045,-0.275,-18.703,-12.098
2020-10-12,field1,ripe/harvest (yellow),22.392,0.045,-0.275,-18.22,-11.355
2020-10-13,field1,ripe/harvest (yellow),22.392,0.045,-0.275,-18.22,-11.355
2020-10-14,field1,ripe/harvest (yellow),18.18,0.045,-0.275,-18.22,-11.355
2020-10-15,field1,ripe/harvest (yellow),15.724,0.045,-0.275,-18.22,-11.355
2020-10-16,field1,ripe/harvest (yellow),22.878,0.047,-0.277,-18.22,-11.355
2020-10-17,field1,ripe/harvest (yellow),22.766,0.047,-0.277,-17.0,-10.796
2020-10-18,field1,ripe/harvest (yellow),25.552,0.047,-0.277,-18.073,-11.31
2020-10-19,field1,ripe/harvest (yellow),21.03,0.047,-0.277,-18.073,-11.31
2020-10-20,field1,ripe/harvest (yellow),25.113,0.047,-0.277,-18.073,-11.31
2020-10-21,field1,ripe/harvest (yellow),25.113,0.037,-0.262,-18.073,-11.31
2020-10-22,field1,ripe/harvest (yellow),17.56,0.037,-0.262,-18.073,-11.31
2020-10-23,field1,ripe/harvest (yellow),17.722,0.037,-0.262,-18.073,-11.31
2020-10-24,field1,ripe/harvest (yellow),20.667,0.037,-0.262,-18.002,-11.073
2020-10-25,field1,ripe/harvest (yellow),20.667,0.037,-0.262,-18.002,-11.073
2020-10-26,field1,ripe/harvest (yellow),20.667,0.047,-0.279,-18.002,-11.073
2020-10-27,field1,ripe/harvest (yellow),20.667,0.047,-0.279,-18.002,-11.073
2020-10-28,field1,ripe/harvest (yellow),20.51,0.047,-0.279,-18.002,-11.073
2020-10-29,field1,ripe/harvest (yellow),22.324,0.047,-0.279,-18.353,-11.343
2020-10-30,field1,ripe/harvest (yellow),21.276,0.047,-0.279,-19.903,-12.245
2020-10-31,field1,ripe/harvest (yellow),21.477,0.041,-0.206,-19.903,-12.245
2020-11-01,field1,ripe/harvest (yellow),20.731,0.041,-0.206,-19.903,-12.245
2020-11-02,field1,ripe/harvest (yellow),20.731,0.041,-0.206,-19.903,-12.245
2020-11-03,field1,ripe/harvest (yellow),16.534,0.041,-0.206,-19.903,-12.245
2020-11-12,field1,winter flooded,1.92,0.022,0.102,-27.469,-20.546
2020-11-13,field1,winter flooded,1.92,0.022,0.102,-27.469,-20.546
2020-11-14,field1,winter flooded,1.92,0.022,0.102,-27.469,-20.546
2020-11-15,field1,winter flooded,1.92,0.022,0.102,-27.469,-20.546
2020-11-16,field1,winter flooded,4.838,0.022,0.102,-27.469,-20.546
2020-11-17,field1,winter flooded,4.838,0.022,0.102,-26.348,-19.828
2020-11-18,field1,winter flooded,4.838,0.022,0.102,-26.348,-19.828
2020-11-19,field1,winter flooded,4.838,0.022,0.102,-26.348,-19.828
2020-11-20,field1,winter flooded,1.716,0.027,0.161,-26.348,-19.828
2020-11-21,field1,winter flooded,5.026,0.027,0.161,-26.348,-19.828
2020-11-22,field1,winter flooded,5.026,0.027,0.161,-25.069,-22.277
2020-11-23,field1,winter flooded,5.026,0.027,0.161,-28.122,-22.086
2020-11-24,field1,winter flooded,3.748,0.027,0.161,-28.122,-22.086
2020-11-25,field1,winter flooded,2.581,0.017,0.192,-28.122,-22.086
2020-11-26,field1,winter flooded,2.44,0.017,0.192,-28.122,-22.086
2020-11-27,field1,winter flooded,2.158,0.017,0.192,-28.122,-22.086
2020-11-28,field1,winter flooded,4.281,0.017,0.192,-28.122,-22.086
2020-11-29,field1,winter flooded,2.327,0.017,0.192,-25.746,-19.995
2020-11-30,field1,winter flooded,3.935,0.019,0.159,-25.746,-19.995
2020-12-01,field1,winter flooded,3.594,0.019,0.159,-25.746,-19.995
2020-12-02,field1,winter flooded,2.868,0.019,0.159,-25.746,-19.995
2020-12-03,field1,winter flooded,2.493,0.019,0.159,-25.746,-19.995
2020-12-04,field1,winter flooded,1.491,0.019,0.159,-25.205,-21.725
2020-12-05,field1,winter flooded,1.676,0.004,0.202,-28.662,-21.72
2020-12-06,field1,winter flooded,-0.469,0.004,0.202,-28.662,-21.72
2020-12-07,field1,winter flooded,3.169,0.004,0.202,-28.662,-21.72
2020-12-08,field1,winter flooded,3.9,0.004,0.202,-28.662,-21.72
2020-12-09,field1,winter flooded,1.94,0.004,0.202,-28.662,-21.72
2020-12-10,field1,winter flooded,2.159,0.021,0.19,-28.662,-21.72
2020-12-11,field1,winter flooded,2.159,0.021,0.19,-28.132,-22.898
2020-12-12,field1,winter flooded,2.159,0.021,0.19,-28.132,-22.898
2020-12-13,field1,winter flooded,2.159,0.021,0.19,-28.132,-22.898
2020-12-14,field1,winter flooded,2.032,0.021,0.19,-28.132,-22.898
2020-12-15,field1,winter flooded,2.032,0.021,0.19,-28.132,-22.898
2020-12-16,field1,winter flooded,2.032,0.021,0.19,-24.991,-22.015
2020-12-17,field1,winter flooded,2.032,0.021,0.19,-27.658,-21.905
2020-12-18,field1,winter flooded,-1.04,0.021,0.19,-27.658,-21.905
2020-12-19,field1,winter flooded,-1.04,0.021,0.19,-27.658,-21.905
2020-12-20,field1,winter flooded,0.994,0.021,0.19,-27.658,-21.905
2020-12-21,field1,winter flooded,0.994,0.021,0.19,-27.658,-21.905
2020-12-22,field1,winter flooded,0.994,0.021,0.19,-27.658,-21.905
2020-12-23,field1,winter flooded,0.994,0.021,0.19,-27.693,-20.429
2020-12-24,field1,winter flooded,0.994,0.021,0.19,-27.693,-20.429
2020-12-25,field1,winter flooded,0.994,0.021,0.19,-27.693,-20.429
2020-12-26,field1,winter flooded,4.161,0.021,0.19,-27.693,-20.429
2020-12-27,field1,winter flooded,4.161,0.021,0.19,-27.693,-20.429
2020-12-28,field1,winter flooded,4.161,0.021,0.19,-24.916,-16.663
2020-12-29,field1,winter flooded,-0.231,0.021,0.19,-28.232,-21.063
2020-12-30,field1,winter flooded,-0.231,0.005,0.239,-28.232,-21.063
2020-12-31,field1,winter flooded,-0.231,0.005,0.239,-28.232,-21.063
2021-01-01,field1,winter flooded,-0.231,0.005,0.239,-28.232,-21.063
2021-01-02,field1,winter flooded,-0.231,0.005,0.239,-28.232,-21.063
2021-01-03,field1,winter flooded,-0.231,0.005,0.239,-28.232,-21.063
2021-01-04,field1,winter flooded,-0.231,0.005,0.239,-26.839,-18.242
2021-01-05,field1,winter flooded,-0.231,0.005,0.239,-26.839,-18.242
2021-01-06,field1,winter flooded,-0.231,0.005,0.239,-26.839,-18.242
2021-01-07,field1,winter flooded,-0.231,0.005,0.239,-26.839,-18.242
2021-01-08,field1,winter flooded,-0.231,0.005,0.239,-26.839,-18.242
2021-01-09,field1,winter flooded,-1.34,0.008,0.186,-24.667,-17.538
2021-01-11,field1,fallow,-1.34,0.008,0.186,-28.371,-21.481
2021-01-12,field1,fallow,-1.34,0.008,0.186,-28.371,-21.481
2021-01-13,field1,fallow,-1.34,0.008,0.186,-28.371,-21.481
2021-01-14,field1,fallow,-1.34,0.025,0.12,-28.371,-21.481
2021-01-15,field1,fallow,-3.512,0.025,0.12,-28.371,-21.481
2021-01-16,field1,fallow,-3.52,0.025,0.12,-26.882,-20.798
2021-01-17,field1,fallow,5.22,0.025,0.12,-26.882,-20.798
2021-01-18,field1,fallow,5.22,0.025,0.12,-26.882,-20.798
2021-01-19,field1,fallow,0.641,0.026,0.127,-26.882,-20.798
2021-01-20,field1,fallow,3.658,0.026,0.127,-26.882,-20.798
2021-01-21,field1,fallow,1.678,0.026,0.127,-22.797,-17.829
2021-01-22,field1,fallow,1.678,0.026,0.127,-23.693,-14.622
2021-01-23,field1,fallow,1.678,0.026,0.127,-23.693,-14.622
2021-01-24,field1,fallow,1.678,0.026,0.127,-23.693,-14.622
2021-01-25,field1,fallow,1.678,0.026,0.127,-23.693,-14.622
2021-01-26,field1,fallow,1.678,0.026,0.127,-23.693,-14.622
2021-01-27,field1,fallow,1.678,0.026,0.127,-23.693,-14.622
2021-01-28,field1,fallow,1.678,0.026,0.127,-23.713,-15.678
2021-01-29,field1,fallow,1.678,0.026,0.127,-23.713,-15.678
2021-01-30,field1,fallow,1.678,0.026,0.127,-23.713,-15.678
2021-01-31,field1,fallow,1.678,0.026,0.127,-23.713,-15.678
2021-02-01,field1,fallow,1.678,0.026,0.127,-23.713,-15.678
2021-02-02,field1,fallow,1.678,0.026,0.127,-22.07,-13.283
2021-02-03,field1,fallow,1.678,0.026,0.127,-24.572,-15.216
2021-02-04,field1,fallow,1.028,0.026,0.127,-24.572,-15.216
2021-02-05,field1,fallow,4.617,0.026,0.127,-24.572,-15.216
2021-02-06,field1,fallow,1.702,0.026,0.127,-24.572,-15.216
2021-02-07,field1,fallow,3.417,0.026,0.127,-24.572,-15.216
2021-02-08,field1,fallow,3.417,0.026,0.127,-24.572,-15.216
2021-02-09,field1,fallow,3.417,0.026,0.127,-23.17,-15.844
2021-02-10,field1,fallow,3.417,0.026,0.127,-23.17,-15.844
2021-02-11,field1,fallow,3.417,0.026,0.127,-23.17,-15.844
2021-02-12,field1,fallow,3.417,0.026,0.127,-23.17,-15.844
2021-02-13,field1,fallow,3.417,0.06,-0.003,-23.17,-15.844
2021-02-14,field1,fallow,3.417,0.06,-0.003,-19.641,-12.02
2021-02-15,field1,fallow,3.417,0.06,-0.003,-18.936,-10.935
2021-02-16,field1,fallow,3.417,0.06,-0.003,-18.936,-10.935
2021-02-17,field1,fallow,3.48,0.06,-0.003,-18.936,-10.935
2021-02-18,field1,fallow,3.48,0.06,-0.003,-18.936,-10.935
2021-02-19,field1,fallow,3.48,0.06,-0.003,-18.936,-10.935
2021-02-20,field1,fallow,3.48,0.06,-0.003,-18.936,-10.935
2021-02-21,field1,fallow,8.716,0.06,-0.003,-17.835,-9.348
2021-02-22,field1,fallow,1.4,0.06,-0.003,-17.835,-9.348
2021-02-23,field1,fallow,1.4,0.074,-0.131,-17.835,-9.348
2021-02-24,field1,fallow,6.933,0.074,-0.131,-17.835,-9.348
2021-02-25,field1,fallow,6.933,0.074,-0.131,-17.835,-9.348
2021-02-26,field1,fallow,15.768,0.074,-0.131,-16.729,-6.691
2021-02-27,field1,fallow,12.046,0.074,-0.131,-17.421,-8.048
2021-02-28,field1,fallow,15.157,0.068,-0.173,-17.421,-8.048
2021-03-01,field1,fallow,16.4,0.068,-0.173,-17.421,-8.048
2021-03-02,field1,fallow,12.427,0.068,-0.173,-17.421,-8.048
2021-03-03,field1,fallow,12.427,0.068,-0.173,-17.421,-8.048
2021-03-04,field1,fallow,12.827,0.068,-0.173,-17.421,-8.048
2021-03-05,field1,fallow,12.396,0.051,-0.177,-19.67,-9.279
2021-03-06,field1,fallow,12.396,0.051,-0.177,-19.67,-9.279
2021-03-07,field1,fallow,14.9,0.051,-0.177,-19.67,-9.279
2021-03-08,field1,fallow,14.9,0.051,-0.177,-19.67,-9.279
2021-03-09,field1,fallow,14.9,0.051,-0.177,-19.67,-9.279
2021-03-10,field1,fallow,14.9,0.051,-0.177,-16.114,-6.537
2021-03-11,field1,fallow,14.9,0.051,-0.177,-19.806,-9.345
2021-03-12,field1,fallow,18.402,0.051,-0.177,-19.806,-9.345
2021-03-13,field1,fallow,20.289,0.051,-0.177,-19.806,-9.345
2021-03-14,field1,fallow,20.289,0.051,-0.177,-19.806,-9.345
2021-03-15,field1,fallow,20.289,0.051,-0.177,-19.806,-9.345
2021-03-16,field1,fallow,15.151,0.051,-0.177,-19.806,-9.345
2021-03-17,field1,fallow,15.151,0.051,-0.177,-20.275,-9.864
2021-03-18,field1,fallow,15.151,0.051,-0.177,-20.275,-9.864
2021-03-19,field1,fallow,15.151,0.051,-0.177,-20.275,-9.864
2021-03-20,field1,fallow,15.151,0.04,-0.108,-20.275,-9.864
2021-03-21,field1,fallow,12.355,0.04,-0.108,-20.275,-9.864
2021-03-22,field1,fallow,12.355,0.04,-0.108,-17.747,-6.956
2021-03-23,field1,fallow,12.123,0.04,-0.108,-19.937,-9.143
2021-03-24,field1,fallow,13.323,0.04,-0.108,-19.937,-9.143
2021-03-25,field1,fallow,13.323,0.057,-0.231,-19.937,-9.143
2021-03-26,field1,fallow,17.647,0.057,-0.231,-19.937,-9.143
2021-03-27,field1,fallow,24.278,0.057,-0.231,-19.937,-9.143
2021-03-28,field1,fallow,22.387,0.057,-0.231,-19.937,-9.143
2021-03-29,field1,fallow,15.199,0.057,-0.231,-23.236,-11.694
2021-03-30,field1,fallow,16.533,0.063,-0.254,-23.236,-11.694
2021-04-02,field1,fallow,25.255,0.063,-0.254,-23.236,-11.694
2021-04-03,field1,fallow,18.81,0.063,-0.254,-23.255,-11.07
2021-04-04,field1,fallow,20.866,0.063,-0.254,-23.025,-11.954
2021-04-05,field1,fallow,16.712,0.063,-0.254,-23.025,-11.954
2021-04-06,field1,fallow,25.463,0.063,-0.254,-23.025,-11.954
2021-04-07,field1,fallow,17.303,0.063,-0.254,-23.025,-11.954
2021-04-08,field1,fallow,23.012,0.063,-0.254,-23.025,-11.954
2021-04-09,field1,fallow,27.424,0.045,-0.185,-23.025,-11.954
2021-04-10,field1,fallow,20.172,0.045,-0.185,-19.44,-10.081
2021-04-11,field1,fallow,26.977,0.045,-0.185,-19.44,-10.081
2021-04-12,field1,fallow,25.601,0.045,-0.185,-19.44,-10.081
2021-04-13,field1,fallow,22.189,0.045,-0.185,-19.44,-10.081
2021-04-14,field1,fallow,24.042,0.038,-0.178,-19.44,-10.081
2021-04-15,field1,fallow,21.605,0.038,-0.178,-18.464,-9.953
2021-04-16,field1,fallow,30.152,0.038,-0.178,-19.002,-9.881
2021-04-17,field1,fallow,27.767,0.038,-0.178,-19.002,-9.881
2021-04-18,field1,fallow,31.569,0.038,-0.178,-19.002,-9.881
2021-04-19,field1,fallow,31.569,0.04,-0.186,-19.002,-9.881
2021-04-20,field1,fallow,18.377,0.04,-0.186,-19.002,-9.881
2021-04-21,field1,fallow,28.106,0.04,-0.186,-19.002,-9.881
2021-04-26,field1,growing season flooding,22.25,0.04,-0.186,-19.031,-9.842
2021-04-27,field1,growing season flooding,21.995,0.04,-0.186,-23.277,-15.635
2021-04-28,field1,growing season flooding,21.434,0.04,-0.186,-27.205,-19.465
2021-04-29,field1,growing season flooding,21.434,0.04,-0.186,-27.205,-19.465
2021-04-30,field1,growing season flooding,21.434,0.04,-0.186,-27.205,-19.465
2021-05-01,field1,growing season flooding,21.434,0.04,-0.186,-27.205,-19.465
2021-05-02,field1,growing season flooding,21.434,0.04,-0.186,-27.205,-19.465
2021-05-03,field1,growing season flooding,15.856,0.04,-0.186,-27.205,-19.465
2021-05-04,field1,growing season flooding,17.18,0.065,0.07,-26.942,-17.555
2021-05-05,field1,growing season flooding,18.567,0.065,0.07,-26.942,-17.555
